ym,strategy_return,benchmark_return,bbg_return,cum_strategy,cum_benchmark,cum_bbg
2024-04,0.00455,-0.02870180854617793,-0.02327396233777168,1.0049815451609505,1.004970959836166,1.0043539619260817
2024-05,0.00455,0.016727717290339894,0.014567690505806086,1.0050272718212552,1.0051390685371773,1.0045002731028378
2024-06,0.00455,0.011235105327578376,0.010085417309869227,1.005073000562123,1.0052519969702163,1.004601581147259
2024-07,0.004566666666666667,0.024573206277024917,0.021878668409045732,1.005118898895815,1.0054990196170357,1.0048213745960302
2024-08,0.004508333333333334,0.01414843839301122,0.012792391323195318,1.0051642130061738,1.0056412820263685,1.0049499152783676
2024-09,0.004341666666666666,0.012642214334587065,0.012023027371755202,1.0052078538857552,1.0057684173526793,1.005070740681754
2024-10,0.003941666666666667,-0.02882018481144194,-0.023811134983336535,1.0052474758286625,1.005478553036023,1.0048314219310124
2024-11,0.0038666666666666663,0.009265655375801651,0.007772492136525644,1.0052863453977279,1.005571717213625,1.0049095223742672
2024-12,0.0038166666666666666,-0.02261552752887583,-0.015407896546980382,1.0053247138265773,1.0053443018650958,1.004754686954669
2025-01,0.0036416666666666667,0.005331033622796577,0.005174130222160178,1.0053613244015724,1.005397897107853,1.0048066742705855
2025-02,0.0035916666666666666,0.02699676816507285,0.021558670599324703,1.0053974336291405,1.0056693220472717,1.0050232972316515
2025-03,0.0036000000000000003,0.0003517206007442597,0.0022961917235044815,1.005433627936751,1.0056728591934527,1.0050463744934217
2025-04,0.0036000000000000003,0.004112484773464681,0.0063340008145533755,1.0054698235473567,1.0057142173366578,1.0051100341389687
2025-05,0.0035916666666666666,-0.013219011771355316,-0.010282245315233807,1.0055059366718524,1.0055812718558819,1.0050066862595706
2025-06,0.0036333333333333335,0.014848337004245427,0.012544405919085566,1.0055424700542182,1.0057305839519786,1.005132758377809
2025-07,0.003675,-0.005137254822277948,-0.003920727269667856,1.0055794237399927,1.0056789170090554,1.0050933498636547
2025-08,0.003675,0.009479740957431398,0.010554145426748152,1.005616378783815,1.0057742527652516,1.005199428877474
2025-09,0.0035250000000000004,0.011971863514151082,0.008471317881292961,1.0056518267611672,1.0058946626860532,1.005284582516435
2025-10,0.0033499999999999992,0.007121550366150697,0.006170613953295545,1.0056855160973637,1.0059662979810868,1.005346614747154
2025-11,0.003241666666666667,0.005948782811969644,0.006178076888226247,1.0057181170695106,1.0060261407313154,1.0054087258340063
2025-12,0.0032333333333333333,-0.0077654379957457775,-0.003303396726894725,1.0057506352886294,1.005948018395136,1.0053755131950652
2026-01,0.003058333333333333,-0.0003105093793705771,-0.000924073975202,1.0057813944955587,1.0059448948321872,1.0053662227815947
2026-02,0.003058333333333333,0.022537058250269693,0.01817793161282899,1.005812154643207,1.006171605219101,1.0055489775660305
